Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	FoldChange	BFDR	boosted_by
HumanCicGFP	Q9BWS9	CHID1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q9UHD1	CHORDC1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q6FI81	CIAPIN1	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
HumanCicGFP	Q96RK0	CIC	89	89	89.00	1	0	1.00	1.00	1.00	1.00	1.00	890.00	0.00	
HumanCicGFP	Q07065	CKAP4	9	9	9.00	1	1	1.00	1.00	1.00	1.00	1.00	9.00	0.00	
HumanCicGFP	P12277	CKB	8	8	8.00	1	9	0.00	0.00	0.00	0.00	0.00	0.89	0.58	
HumanCicGFP	P12532	CKMT1	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	O00299	CLIC1	3	3	3.00	1	5	0.00	0.00	0.00	0.00	0.00	0.60	0.58	
HumanCicGFP	Q9H078	CLPB	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	O76031	CLPX	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q00610	CLTC	16	16	16.00	1	22	0.00	0.00	0.00	0.00	0.00	0.73	0.58	
HumanCicGFP	P53675	CLTCL1	4	4	4.00	1	2	0.10	0.10	0.10	0.10	0.10	2.00	0.30	
HumanCicGFP	Q8NFW8	CMAS	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q15417	CNN3	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	A5YKK6	CNOT1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q13057	COASY	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	P53621	COPA	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	P53618	COPB1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P35606	COPB2	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q9UBF2	COPG2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q8NI60	COQ8A	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q9UI42	CPA4	2	2	2.00	1	6	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
HumanCicGFP	O75131	CPNE3	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
HumanCicGFP	P36551	CPOX	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q16630	CPSF6	3	3	3.00	1	1	0.47	0.47	0.47	0.47	0.47	3.00	0.05	
HumanCicGFP	Q9H3G5	CPVL	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P46109	CRKL	10	10	10.00	1	11	0.00	0.00	0.00	0.00	0.00	0.91	0.58	
HumanCicGFP	O75390	CS	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	P55060	CSE1L	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P41240	CSK	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
HumanCicGFP	P68400	CSNK2A1	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q16527	CSRP2	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P04080	CSTB	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	P35221	CTNNA1	5	5	5.00	1	0	1.00	1.00	1.00	1.00	1.00	50.00	0.00	
HumanCicGFP	P26232	CTNNA2	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
HumanCicGFP	P17812	CTPS1	7	7	7.00	1	6	0.00	0.00	0.00	0.00	0.00	1.17	0.52	
HumanCicGFP	Q9NRF8	CTPS2	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
HumanCicGFP	Q14247	CTTN	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q96C57	CUSTOS	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P00387	CYB5R3	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	P99999	CYCS	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P51398	DAP3	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P14868	DARS1	14	14	14.00	1	18	0.00	0.00	0.00	0.00	0.00	0.78	0.58	
HumanCicGFP	P61962	DCAF7	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	A6NGE4	DCAF8L1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q14203	DCTN1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q13561	DCTN2	4	4	4.00	1	5	0.00	0.00	0.00	0.00	0.00	0.80	0.58	
HumanCicGFP	Q16531	DDB1	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P39656	DDOST	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q96HY6	DDRGK1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P30046	DDT	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q92499	DDX1	5	5	5.00	1	4	0.00	0.00	0.00	0.00	0.00	1.25	0.47	
HumanCicGFP	Q92841	DDX17	10	10	10.00	1	2	0.99	0.99	0.99	0.99	0.99	5.00	0.00	
HumanCicGFP	Q9NVP1	DDX18	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
HumanCicGFP	Q9UHI6	DDX20	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
HumanCicGFP	Q9NR30	DDX21	9	9	9.00	1	10	0.00	0.00	0.00	0.00	0.00	0.90	0.58	
HumanCicGFP	Q9BUQ8	DDX23	4	4	4.00	1	0	1.00	1.00	1.00	1.00	1.00	40.00	0.00	
HumanCicGFP	O00148	DDX39A	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	O00571	DDX3X	11	11	11.00	1	8	0.00	0.00	0.00	0.00	0.00	1.38	0.53	
HumanCicGFP	Q9UJV9	DDX41	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
HumanCicGFP	Q7L014	DDX46	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
HumanCicGFP	Q9H0S4	DDX47	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	P17844	DDX5	18	18	18.00	1	11	0.00	0.00	0.00	0.00	0.00	1.64	0.53	
HumanCicGFP	P26196	DDX6	3	3	3.00	1	5	0.00	0.00	0.00	0.00	0.00	0.60	0.58	
HumanCicGFP	P35659	DEK	7	7	7.00	1	1	0.99	0.99	0.99	0.99	0.99	7.00	0.00	
HumanCicGFP	Q8WYQ5	DGCR8	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q9UBM7	DHCR7	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	O43143	DHX15	7	7	7.00	1	3	0.18	0.18	0.18	0.18	0.18	2.33	0.29	
HumanCicGFP	Q7L2E3	DHX30	9	9	9.00	1	3	0.73	0.73	0.73	0.73	0.73	3.00	0.04	
HumanCicGFP	Q9H2U1	DHX36	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q8IX18	DHX40	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q08211	DHX9	16	16	16.00	1	19	0.00	0.00	0.00	0.00	0.00	0.84	0.58	
HumanCicGFP	Q9Y2L1	DIS3	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P10515	DLAT	8	8	8.00	1	10	0.00	0.00	0.00	0.00	0.00	0.80	0.58	
HumanCicGFP	P09622	DLD	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
HumanCicGFP	P36957	DLST	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
HumanCicGFP	Q9UGM3	DMBT1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P31689	DNAJA1	5	5	5.00	1	1	0.90	0.90	0.90	0.90	0.90	5.00	0.02	
HumanCicGFP	Q96EY1	DNAJA3	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	P25685	DNAJB1	6	6	6.00	1	1	0.97	0.97	0.97	0.97	0.97	6.00	0.00	
HumanCicGFP	Q9UBS4	DNAJB11	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
HumanCicGFP	Q8IXB1	DNAJC10	9	9	9.00	1	6	0.00	0.00	0.00	0.00	0.00	1.50	0.49	
HumanCicGFP	O75165	DNAJC13	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q99543	DNAJC2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q99615	DNAJC7	4	4	4.00	1	3	0.00	0.00	0.00	0.00	0.00	1.33	0.43	
HumanCicGFP	O75937	DNAJC8	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	Q8WXX5	DNAJC9	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q9ULA0	DNPEP	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	O60762	DPM1	4	4	4.00	1	3	0.00	0.00	0.00	0.00	0.00	1.33	0.43	
HumanCicGFP	Q9Y295	DRG1	7	7	7.00	1	6	0.00	0.00	0.00	0.00	0.00	1.17	0.52	
HumanCicGFP	Q03001	DST	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P33316	DUT	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q14204	DYNC1H1	4	4	4.00	1	13	0.00	0.00	0.00	0.00	0.00	0.31	0.58	
HumanCicGFP	Q13409	DYNC1I2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q9Y6G9	DYNC1LI1	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	P30084	ECHS1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q16610	ECM1	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	P68104	EEF1A1	25	25	25.00	1	23	0.00	0.00	0.00	0.00	0.00	1.09	0.58	
HumanCicGFP	P24534	EEF1B2	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P29692	EEF1D	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
HumanCicGFP	P26641	EEF1G	13	13	13.00	1	11	0.00	0.00	0.00	0.00	0.00	1.18	0.55	
HumanCicGFP	P13639	EEF2	12	12	12.00	1	17	0.00	0.00	0.00	0.00	0.00	0.71	0.58	
HumanCicGFP	Q15029	EFTUD2	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P49770	EIF2B2	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q9UI10	EIF2B4	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P05198	EIF2S1	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	P20042	EIF2S2	5	5	5.00	1	5	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P41091	EIF2S3	1	1	1.00	1	6	0.00	0.00	0.00	0.00	0.00	0.17	0.58	
HumanCicGFP	Q14152	EIF3A	4	4	4.00	1	1	0.75	0.75	0.75	0.75	0.75	4.00	0.03	
HumanCicGFP	P55884	EIF3B	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	O15371	EIF3D	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P60228	EIF3E	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	O00303	EIF3F	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	O75821	EIF3G	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	O15372	EIF3H	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	O75822	EIF3J	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	Q9Y262	EIF3L	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	P60842	EIF4A1	10	10	10.00	1	12	0.00	0.00	0.00	0.00	0.00	0.83	0.58	
HumanCicGFP	C9JUF0	EIF4A2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P38919	EIF4A3	4	4	4.00	1	6	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	Q04637	EIF4G1	3	3	3.00	1	1	0.47	0.47	0.47	0.47	0.47	3.00	0.05	
HumanCicGFP	P55010	EIF5	4	4	4.00	1	2	0.10	0.10	0.10	0.10	0.10	2.00	0.30	
HumanCicGFP	P63241	EIF5A	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
HumanCicGFP	O60841	EIF5B	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P56537	EIF6	3	3	3.00	1	5	0.00	0.00	0.00	0.00	0.00	0.60	0.58	
HumanCicGFP	Q15717	ELAVL1	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
HumanCicGFP	Q14241	ELOA	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	O95163	ELP1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q8N766	EMC1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P50402	EMD	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P06733	ENO1	16	16	16.00	1	25	0.00	0.00	0.00	0.00	0.00	0.64	0.58	
HumanCicGFP	P07814	EPRS1	16	16	16.00	1	14	0.00	0.00	0.00	0.00	0.00	1.14	0.57	
HumanCicGFP	Q6P179	ERAP2	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	O75477	ERLIN1	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	O94905	ERLIN2	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	Q96HE7	ERO1A	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	P30040	ERP29	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P62495	ETF1	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	P13804	ETFA	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	P38117	ETFB	1	1	1.00	1	4	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
HumanCicGFP	Q01844	EWSR1	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
HumanCicGFP	Q13868	EXOSC2	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q5RKV6	EXOSC6	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q15024	EXOSC7	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q06265	EXOSC9	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P15311	EZR	8	8	8.00	1	3	0.44	0.44	0.44	0.44	0.44	2.67	0.09	
HumanCicGFP	Q01469	FABP5	1	1	1.00	1	5	0.00	0.00	0.00	0.00	0.00	0.20	0.58	
HumanCicGFP	Q8N9E0	FAM133A	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q14320	FAM50A	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q8NCA5	FAM98A	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q52LJ0	FAM98B	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q8WVX9	FAR1	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	Q9Y285	FARSA	6	6	6.00	1	4	0.00	0.00	0.00	0.00	0.00	1.50	0.46	
HumanCicGFP	Q9NSD9	FARSB	8	8	8.00	1	6	0.00	0.00	0.00	0.00	0.00	1.33	0.51	
HumanCicGFP	A0A0U1RQF0	FASN	25	25	25.00	1	27	0.00	0.00	0.00	0.00	0.00	0.93	0.58	
HumanCicGFP	P62861	FAU	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
HumanCicGFP	P22087	FBL	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	Q86XK2	FBXO11	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
HumanCicGFP	Q8NEZ5	FBXO22	2	2	2.00	1	5	0.00	0.00	0.00	0.00	0.00	0.40	0.58	
HumanCicGFP	Q9UK99	FBXO3	4	4	4.00	1	4	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P39748	FEN1	5	5	5.00	1	3	0.01	0.01	0.01	0.01	0.01	1.67	0.40	
HumanCicGFP	P07954	FH	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q02790	FKBP4	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	P21333	FLNA	6	6	6.00	1	9	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	O75369	FLNB	3	3	3.00	1	6	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	Q9HA64	FN3KRP	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q96AE4	FUBP1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P35637	FUS	3	3	3.00	1	1	0.47	0.47	0.47	0.47	0.47	3.00	0.05	
HumanCicGFP	P51114	FXR1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q13283	G3BP1	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q9UN86	G3BP2	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q14697	GANAB	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P04406	GAPDH	9	9	9.00	1	13	0.00	0.00	0.00	0.00	0.00	0.69	0.58	
HumanCicGFP	P41250	GARS1	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
HumanCicGFP	P22102	GART	6	6	6.00	1	4	0.00	0.00	0.00	0.00	0.00	1.50	0.46	
HumanCicGFP	Q8NB37	GATD1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P04062	GBA1	1	1	1.00	1	4	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
HumanCicGFP	Q92947	GCDH	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	Q92616	GCN1	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	P50395	GDI2	1	1	1.00	1	10	0.00	0.00	0.00	0.00	0.00	0.10	0.58	
HumanCicGFP	Q7L5L3	GDPD3	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P57678	GEMIN4	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
HumanCicGFP	O43681	GET3	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q7L5D6	GET4	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	O75223	GGCT	4	4	4.00	1	7	0.00	0.00	0.00	0.00	0.00	0.57	0.58	
HumanCicGFP	Q8N2G8	GHDC	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	Q9HC38	GLOD4	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	P35754	GLRX	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P00367	GLUD1	2	2	2.00	1	5	0.00	0.00	0.00	0.00	0.00	0.40	0.58	
HumanCicGFP	O60547	GMDS	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P49915	GMPS	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
HumanCicGFP	A8MTJ3	GNAT3	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q9BYB4	GNB1L	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
HumanCicGFP	Q9BVP2	GNL3	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
HumanCicGFP	Q13439	GOLGA4	6	6	6.00	1	0	1.00	1.00	1.00	1.00	1.00	60.00	0.00	
HumanCicGFP	P00505	GOT2	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P06744	GPI	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P62993	GRB2	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
HumanCicGFP	Q12849	GRSF1	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
HumanCicGFP	Q9BQ67	GRWD1	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
HumanCicGFP	P00390	GSR	3	3	3.00	1	1	0.47	0.47	0.47	0.47	0.47	3.00	0.05	
HumanCicGFP	P21266	GSTM3	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
HumanCicGFP	P09211	GSTP1	3	3	3.00	1	9	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
HumanCicGFP	P35269	GTF2F1	4	4	4.00	1	0	1.00	1.00	1.00	1.00	1.00	40.00	0.00	
HumanCicGFP	P78347	GTF2I	14	14	14.00	1	13	0.00	0.00	0.00	0.00	0.00	1.08	0.56	
HumanCicGFP	Q9Y5Q8	GTF3C5	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q92522	H1-10	4	4	4.00	1	2	0.10	0.10	0.10	0.10	0.10	2.00	0.30	
HumanCicGFP	P10412	H1-4	14	14	14.00	1	7	0.00	0.00	0.00	0.00	0.00	2.00	0.46	
HumanCicGFP	P0C0S8	H2AC	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P04908	H2AC	4	4	4.00	1	5	0.00	0.00	0.00	0.00	0.00	0.80	0.58	
HumanCicGFP	P06899	H2BC11	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	O60814	H2BC12	4	4	4.00	1	4	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P68431	H3C	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
HumanCicGFP	P62805	H4C	6	6	6.00	1	7	0.00	0.00	0.00	0.00	0.00	0.86	0.58	
HumanCicGFP	Q9P035	HACD3	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
HumanCicGFP	P40939	HADHA	8	8	8.00	1	3	0.44	0.44	0.44	0.44	0.44	2.67	0.09	
HumanCicGFP	P55084	HADHB	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P42357	HAL	6	6	6.00	1	15	0.00	0.00	0.00	0.00	0.00	0.40	0.58	
HumanCicGFP	P12081	HARS1	1	1	1.00	1	5	0.00	0.00	0.00	0.00	0.00	0.20	0.58	
HumanCicGFP	O00165	HAX1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P51610	HCFC1	5	5	5.00	1	2	0.30	0.30	0.30	0.30	0.30	2.50	0.10	
HumanCicGFP	Q13547	HDAC1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q9UBN7	HDAC6	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
HumanCicGFP	P51858	HDGF	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	Q7Z4V5	HDGFL2	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
HumanCicGFP	Q7Z4Q2	HEATR3	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
HumanCicGFP	P01889	HLA-B	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
HumanCicGFP	P01893	HLA-H	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
