Bait	Prey	PreyGene	Spec	SpecSum	AvgSpec	NumReplicates	ctrlCounts	AvgP	MaxP	TopoAvgP	TopoMaxP	SaintScore	FoldChange	BFDR	boosted_by
DrosophilaCicGFP	A8K2U0	A2ML1	4	4	4.00	1	2	0.10	0.10	0.10	0.10	0.10	2.00	0.30	
DrosophilaCicGFP	P61221	ABCE1	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q8NE71	ABCF1	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	P09110	ACAA1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q13085	ACACA	4	4	4.00	1	0	1.00	1.00	1.00	1.00	1.00	40.00	0.00	
DrosophilaCicGFP	P11310	ACADM	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P24752	ACAT1	3	3	3.00	1	5	0.00	0.00	0.00	0.00	0.00	0.60	0.58	
DrosophilaCicGFP	P53396	ACLY	7	7	7.00	1	5	0.00	0.00	0.00	0.00	0.00	1.40	0.49	
DrosophilaCicGFP	P24666	ACP1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P11117	ACP2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P62736	ACTA2	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P60709	ACTB	16	16	16.00	1	28	0.00	0.00	0.00	0.00	0.00	0.57	0.58	
DrosophilaCicGFP	O43707	ACTN4	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	P61163	ACTR1A	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q8IUX7	AEBP1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	A0A3B3ISY9	AGK	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	P35573	AGL	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	O00116	AGPS	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9UPW5	AGTPBP1	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	P23526	AHCY	9	9	9.00	1	12	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	Q09666	AHNAK	3	3	3.00	1	8	0.00	0.00	0.00	0.00	0.00	0.38	0.58	
DrosophilaCicGFP	O95831	AIFM1	4	4	4.00	1	6	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	Q12904	AIMP1	2	2	2.00	1	7	0.00	0.00	0.00	0.00	0.00	0.29	0.58	
DrosophilaCicGFP	Q13155	AIMP2	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	Q92667	AKAP1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q02952	AKAP12	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P13716	ALAD	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P54886	ALDH18A1	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
DrosophilaCicGFP	P30837	ALDH1B1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P05091	ALDH2	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P49419	ALDH7A1	1	1	1.00	1	4	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
DrosophilaCicGFP	P49189	ALDH9A1	3	3	3.00	1	7	0.00	0.00	0.00	0.00	0.00	0.43	0.58	
DrosophilaCicGFP	P04075	ALDOA	9	9	9.00	1	9	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P09972	ALDOC	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q6P6C2	ALKBH5	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q86V81	ALYREF	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9Y4X0	AMMECR1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9UJX3	ANAPC7	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	O75179	ANKRD17	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P04083	ANXA1	4	4	4.00	1	6	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P50995	ANXA11	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P07355	ANXA2	8	8	8.00	1	9	0.00	0.00	0.00	0.00	0.00	0.89	0.58	
DrosophilaCicGFP	A6NMY6	ANXA2P2	20	20	20.00	1	19	0.00	0.00	0.00	0.00	0.00	1.05	0.57	
DrosophilaCicGFP	P09525	ANXA4	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	P08758	ANXA5	2	2	2.00	1	8	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
DrosophilaCicGFP	P20073	ANXA7	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	P27695	APEX1	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q9BZZ5	API5	3	3	3.00	1	1	0.47	0.47	0.47	0.47	0.47	3.00	0.05	
DrosophilaCicGFP	P48444	ARCN1	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	P61204	ARF3	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P18085	ARF4	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q68EM7	ARHGAP17	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P52565	ARHGDIA	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	P40616	ARL1	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	P08243	ASNS	1	1	1.00	1	6	0.00	0.00	0.00	0.00	0.00	0.17	0.58	
DrosophilaCicGFP	Q12797	ASPH	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q53RT3	ASPRV1	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	Q9NVI7	ATAD3A	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	Q5T9A4	ATAD3B	1	1	1.00	1	4	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
DrosophilaCicGFP	P05023	ATP1A1	14	14	14.00	1	0	1.00	1.00	1.00	1.00	1.00	140.00	0.00	
DrosophilaCicGFP	P16615	ATP2A2	5	5	5.00	1	0	1.00	1.00	1.00	1.00	1.00	50.00	0.00	
DrosophilaCicGFP	P20020	ATP2B1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P25705	ATP5F1A	21	21	21.00	1	9	0.04	0.04	0.04	0.04	0.04	2.33	0.35	
DrosophilaCicGFP	P06576	ATP5F1B	14	14	14.00	1	22	0.00	0.00	0.00	0.00	0.00	0.64	0.58	
DrosophilaCicGFP	P36542	ATP5F1C	3	3	3.00	1	5	0.00	0.00	0.00	0.00	0.00	0.60	0.58	
DrosophilaCicGFP	P56134	ATP5MF	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q8WWM7	ATXN2L	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	P25311	AZGP1	4	4	4.00	1	8	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P46379	BAG6	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	O75934	BCAS2	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9P287	BCCIP	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9NYF8	BCLAF1	4	4	4.00	1	0	1.00	1.00	1.00	1.00	1.00	40.00	0.00	
DrosophilaCicGFP	Q13867	BLMH	7	7	7.00	1	17	0.00	0.00	0.00	0.00	0.00	0.41	0.58	
DrosophilaCicGFP	O95696	BRD1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P35613	BSG	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
DrosophilaCicGFP	O43684	BUB3	3	3	3.00	1	2	0.03	0.03	0.03	0.03	0.03	1.50	0.35	
DrosophilaCicGFP	Q13895	BYSL	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q9H0W9	C11orf54	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q07021	C1QBP	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P00918	CA2	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P07451	CA3	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9HB71	CACYBP	3	3	3.00	1	5	0.00	0.00	0.00	0.00	0.00	0.60	0.58	
DrosophilaCicGFP	P27708	CAD	12	12	12.00	1	8	0.00	0.00	0.00	0.00	0.00	1.50	0.51	
DrosophilaCicGFP	P27797	CALR	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	Q86VP6	CAND1	3	3	3.00	1	1	0.47	0.47	0.47	0.47	0.47	3.00	0.05	
DrosophilaCicGFP	P27824	CANX	7	7	7.00	1	4	0.01	0.01	0.01	0.01	0.01	1.75	0.42	
DrosophilaCicGFP	Q01518	CAP1	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P07384	CAPN1	4	4	4.00	1	4	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q14444	CAPRIN1	5	5	5.00	1	1	0.90	0.90	0.90	0.90	0.90	5.00	0.02	
DrosophilaCicGFP	P52907	CAPZA1	6	6	6.00	1	7	0.00	0.00	0.00	0.00	0.00	0.86	0.58	
DrosophilaCicGFP	P47755	CAPZA2	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P47756	CAPZB	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P49589	CARS1	4	4	4.00	1	0	1.00	1.00	1.00	1.00	1.00	40.00	0.00	
DrosophilaCicGFP	P04040	CAT	17	17	17.00	1	23	0.00	0.00	0.00	0.00	0.00	0.74	0.58	
DrosophilaCicGFP	P16152	CBR1	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P35520	CBS	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	Q8N163	CCAR2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q96A33	CCDC47	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P78371	CCT2	9	9	9.00	1	9	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P49368	CCT3	9	9	9.00	1	8	0.00	0.00	0.00	0.00	0.00	1.12	0.53	
DrosophilaCicGFP	P50991	CCT4	7	7	7.00	1	9	0.00	0.00	0.00	0.00	0.00	0.78	0.58	
DrosophilaCicGFP	P48643	CCT5	2	2	2.00	1	8	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
DrosophilaCicGFP	P40227	CCT6A	12	12	12.00	1	9	0.00	0.00	0.00	0.00	0.00	1.33	0.53	
DrosophilaCicGFP	Q99832	CCT7	8	8	8.00	1	13	0.00	0.00	0.00	0.00	0.00	0.62	0.58	
DrosophilaCicGFP	P50990	CCT8	6	6	6.00	1	16	0.00	0.00	0.00	0.00	0.00	0.38	0.58	
DrosophilaCicGFP	P60953	CDC42	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q99459	CDC5L	8	8	8.00	1	1	1.00	1.00	1.00	1.00	1.00	8.00	0.00	
DrosophilaCicGFP	P24941	CDK2	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q15517	CDSN	8	8	8.00	1	2	0.94	0.94	0.94	0.94	0.94	4.00	0.02	
DrosophilaCicGFP	Q5SW79	CEP170	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P23528	CFL1	4	4	4.00	1	1	0.75	0.75	0.75	0.75	0.75	4.00	0.03	
DrosophilaCicGFP	Q12873	CHD3	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q96RK0	CIC	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q07065	CKAP4	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	Q14008	CKAP5	4	4	4.00	1	0	1.00	1.00	1.00	1.00	1.00	40.00	0.00	
DrosophilaCicGFP	P12277	CKB	11	11	11.00	1	9	0.00	0.00	0.00	0.00	0.00	1.22	0.54	
DrosophilaCicGFP	P12532	CKMT1	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	O00299	CLIC1	1	1	1.00	1	5	0.00	0.00	0.00	0.00	0.00	0.20	0.58	
DrosophilaCicGFP	Q00610	CLTC	26	26	26.00	1	22	0.00	0.00	0.00	0.00	0.00	1.18	0.57	
DrosophilaCicGFP	P53675	CLTCL1	8	8	8.00	1	2	0.94	0.94	0.94	0.94	0.94	4.00	0.02	
DrosophilaCicGFP	Q99439	CNN2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	A5YKK6	CNOT1	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	Q13057	COASY	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	A8TX70	COL6A5	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P53621	COPA	4	4	4.00	1	3	0.00	0.00	0.00	0.00	0.00	1.33	0.43	
DrosophilaCicGFP	P53618	COPB1	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	P35606	COPB2	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	O14579	COPE	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9UBF2	COPG2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9UI42	CPA4	3	3	3.00	1	6	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	O75131	CPNE3	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	P36551	CPOX	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	Q16630	CPSF6	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P46109	CRKL	15	15	15.00	1	11	0.00	0.00	0.00	0.00	0.00	1.36	0.54	
DrosophilaCicGFP	P41240	CSK	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P68400	CSNK2A1	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q16527	CSRP2	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	P04080	CSTB	2	2	2.00	1	4	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P17812	CTPS1	10	10	10.00	1	6	0.00	0.00	0.00	0.00	0.00	1.67	0.47	
DrosophilaCicGFP	Q9NRF8	CTPS2	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	Q13619	CUL4A	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q7L576	CYFIP1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P51398	DAP3	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	P14868	DARS1	13	13	13.00	1	18	0.00	0.00	0.00	0.00	0.00	0.72	0.58	
DrosophilaCicGFP	P61962	DCAF7	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q14203	DCTN1	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	Q13561	DCTN2	2	2	2.00	1	5	0.00	0.00	0.00	0.00	0.00	0.40	0.58	
DrosophilaCicGFP	Q16531	DDB1	4	4	4.00	1	2	0.10	0.10	0.10	0.10	0.10	2.00	0.30	
DrosophilaCicGFP	P39656	DDOST	5	5	5.00	1	3	0.01	0.01	0.01	0.01	0.01	1.67	0.40	
DrosophilaCicGFP	Q92499	DDX1	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	Q92841	DDX17	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9UHI6	DDX20	4	4	4.00	1	0	1.00	1.00	1.00	1.00	1.00	40.00	0.00	
DrosophilaCicGFP	Q9NR30	DDX21	12	12	12.00	1	10	0.00	0.00	0.00	0.00	0.00	1.20	0.55	
DrosophilaCicGFP	Q9BUQ8	DDX23	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	Q9GZR7	DDX24	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	O00148	DDX39A	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	Q13838	DDX39B	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	O00571	DDX3X	10	10	10.00	1	8	0.00	0.00	0.00	0.00	0.00	1.25	0.53	
DrosophilaCicGFP	Q86XP3	DDX42	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	Q7L014	DDX46	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	Q9H0S4	DDX47	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	P17844	DDX5	15	15	15.00	1	11	0.00	0.00	0.00	0.00	0.00	1.36	0.54	
DrosophilaCicGFP	Q9BQ39	DDX50	3	3	3.00	1	0	0.99	0.99	0.99	0.99	0.99	30.00	0.00	
DrosophilaCicGFP	Q9Y2R4	DDX52	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	P26196	DDX6	4	4	4.00	1	5	0.00	0.00	0.00	0.00	0.00	0.80	0.58	
DrosophilaCicGFP	P35659	DEK	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	Q8WYQ5	DGCR8	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9UBM7	DHCR7	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	O43143	DHX15	8	8	8.00	1	3	0.44	0.44	0.44	0.44	0.44	2.67	0.09	
DrosophilaCicGFP	Q7L2E3	DHX30	12	12	12.00	1	3	0.99	0.99	0.99	0.99	0.99	4.00	0.00	
DrosophilaCicGFP	Q9H2U1	DHX36	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q8IY37	DHX37	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q8IX18	DHX40	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q08211	DHX9	19	19	19.00	1	19	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	O60610	DIAPH1	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	Q9UPY3	DICER1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9UNQ2	DIMT1	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q9Y2L1	DIS3	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	O60832	DKC1	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P10515	DLAT	10	10	10.00	1	10	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P09622	DLD	6	6	6.00	1	4	0.00	0.00	0.00	0.00	0.00	1.50	0.46	
DrosophilaCicGFP	P36957	DLST	1	1	1.00	1	4	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
DrosophilaCicGFP	Q9UGM3	DMBT1	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	P31689	DNAJA1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	O60884	DNAJA2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P25685	DNAJB1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q8IXB1	DNAJC10	9	9	9.00	1	6	0.00	0.00	0.00	0.00	0.00	1.50	0.49	
DrosophilaCicGFP	O75165	DNAJC13	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	Q99543	DNAJC2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q99615	DNAJC7	3	3	3.00	1	3	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q8WXX5	DNAJC9	1	1	1.00	1	2	0.00	0.00	0.00	0.00	0.00	0.50	0.58	
DrosophilaCicGFP	Q9ULA0	DNPEP	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	O60762	DPM1	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	E5RG28	DPYS	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	Q9Y295	DRG1	2	2	2.00	1	6	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	P60981	DSTN	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P33316	DUT	2	2	2.00	1	2	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q14204	DYNC1H1	15	15	15.00	1	13	0.00	0.00	0.00	0.00	0.00	1.15	0.56	
DrosophilaCicGFP	Q13409	DYNC1I2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P30084	ECHS1	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	Q16610	ECM1	3	3	3.00	1	4	0.00	0.00	0.00	0.00	0.00	0.75	0.58	
DrosophilaCicGFP	Q6P2E9	EDC4	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	P68104	EEF1A1	28	28	28.00	1	23	0.00	0.00	0.00	0.00	0.00	1.22	0.57	
DrosophilaCicGFP	Q05639	EEF1A2	1	1	1.00	1	0	0.00	0.00	0.00	0.00	0.00	10.00	0.58	
DrosophilaCicGFP	P24534	EEF1B2	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P29692	EEF1D	1	1	1.00	1	4	0.00	0.00	0.00	0.00	0.00	0.25	0.58	
DrosophilaCicGFP	O43324	EEF1E1	1	1	1.00	1	3	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	P26641	EEF1G	9	9	9.00	1	11	0.00	0.00	0.00	0.00	0.00	0.82	0.58	
DrosophilaCicGFP	P13639	EEF2	19	19	19.00	1	17	0.00	0.00	0.00	0.00	0.00	1.12	0.57	
DrosophilaCicGFP	Q15029	EFTUD2	7	7	7.00	1	3	0.18	0.18	0.18	0.18	0.18	2.33	0.29	
DrosophilaCicGFP	Q9NR50	EIF2B3	1	1	1.00	1	1	0.00	0.00	0.00	0.00	0.00	1.00	0.58	
DrosophilaCicGFP	P05198	EIF2S1	2	2	2.00	1	3	0.00	0.00	0.00	0.00	0.00	0.67	0.58	
DrosophilaCicGFP	P41091	EIF2S3	2	2	2.00	1	6	0.00	0.00	0.00	0.00	0.00	0.33	0.58	
DrosophilaCicGFP	Q14152	EIF3A	8	8	8.00	1	1	1.00	1.00	1.00	1.00	1.00	8.00	0.00	
DrosophilaCicGFP	P55884	EIF3B	2	2	2.00	1	1	0.19	0.19	0.19	0.19	0.19	2.00	0.13	
DrosophilaCicGFP	Q99613	EIF3C	2	2	2.00	1	0	0.96	0.96	0.96	0.96	0.96	20.00	0.01	
DrosophilaCicGFP	O15371	EIF3D	5	5	5.00	1	2	0.30	0.30	0.30	0.30	0.30	2.50	0.10	
